NCT.ID,Title,Recruitment,Study.Results,Conditions,Interventions,Sponsors,Gender,Age.Groups,Phases,Enrollment,Funded.Bys,Study.Types,Study.Designs,Other.IDs,First.Received,Start.Date,Completion.Date,Last.Updated,Last.Verified,Acronym,Primary.Completion.Date,Outcome.Measures,URL,study.location,Drug,FDA_app,Number_ints,Brand_name_in_trial
NCT00016718,"Safety and Effectiveness of Emtricitabine, Efavirenz, and Didanosine in HIV Infected Children Who Have Taken Few or No Anti-HIV Drugs",Completed,No Results Available,HIV Infections,Drug: Didanosine|Drug: Efavirenz|Drug: Emtricitabine,National Institute of Allergy and Infectious Diseases (NIAID)|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Both,Child|Adult,Phase I|Phase II,53,NIH,Interventional,Allocation: Non-Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,ACTG P1021|PACTG P1021|IMPAACT P1021|10038,5/31/2001,01/06/2005,NA,4/23/2010,01/09/2008,,01/01/2009,Development of Grade 3 or 4 adverse events attributed to the study treatment|Suppression of HIV viral load to less than 400 copies/ml and 50 copies/ml at Week 16|Time to virologic failure at or after Week 16,http://ClinicalTrials.gov/show/NCT00016718,"United States, &nbsp; Puerto Rico",1,1,3,0
NCT00018031,Peginterferon Alpha-2b And Ribavirin to Treat Hepatitis C in HIV-Infected Patients,Completed,No Results Available,Hepatitis C|HIV Infections,Drug: Peginterferon alpha-2b|Drug: Ribavirin,National Institute of Allergy and Infectious Diseases (NIAID),Both,Adult|Senior,Phase II,180,NIH,Interventional,Endpoint Classification: Pharmacokinetics/Dynamics Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,010194|01-I-0194,6/27/2001,01/06/2001,01/04/2009,11/12/2010,01/11/2010,,01/04/2009,Correlation of HCV viral kinetics to treatment response rates.|Gene an proteomics expression in PBMC and liver and their relationship to the treatment response rates.,http://ClinicalTrials.gov/show/NCT00018031,United States,1,1,2,0
NCT00020683,COL-3 in Treating Patients With HIV-Related Kaposi's Sarcoma,Completed,No Results Available,Sarcoma,Drug: incyclinide,AIDS Malignancy Clinical Trials Consortium|National Cancer Institute (NCI),Both,Adult|Senior,Phase II,NA,Other|NIH,Interventional,Allocation: Randomized|Control: Active Control|Masking: Open Label|Primary Purpose: Treatment,CDR0000068703|U01CA070019|AMC-027,07/11/2001,01/04/2001,NA,11/03/2010,01/11/2010,,01/11/2009,,http://ClinicalTrials.gov/show/NCT00020683,United States,1,0,1,NA
NCT00020943,Chemotherapy and Rituximab With Peripheral Stem Cell Transplantation in Treating Patients With Mantle Cell Lymphoma,Completed,No Results Available,Lymphoma,Biological: filgrastim|Biological: rituximab|Drug: carmustine|Drug: cyclophosphamide|Drug: cytarabine|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: leucovorin calcium|Drug: methotrexate|Drug: prednisone|Drug: vincristine sulfate|Procedure: bone marrow ablation with stem cell support|Procedure: peripheral blood stem cell transplantation,Cancer and Leukemia Group B|National Cancer Institute (NCI),Both,Adult|Senior,Phase II,NA,Other|NIH,Interventional,Masking: Open Label|Primary Purpose: Treatment,CDR0000068732|CALGB-59909,07/11/2001,01/06/2001,NA,11/19/2009,01/09/2004,,01/07/2009,,http://ClinicalTrials.gov/show/NCT00020943,"United States, &nbsp; Puerto Rico",1,1,13,0
NCT00021320,Combination Chemotherapy Plus Radiation Therapy in Treating Patients With Esophageal Cancer,Completed,No Results Available,Esophageal Cancer,Drug: cisplatin|Drug: fluorouracil|Drug: paclitaxel|Procedure: conventional surgery|Procedure: neoadjuvant therapy|Radiation: radiation therapy,Fox Chase Cancer Center|National Cancer Institute (NCI),Both,Adult|Senior,Phase II,NA,Other|NIH,Interventional,Primary Purpose: Treatment,CDR0000068769|P30CA006927|FCCC-00003|NCI-G01-1982,07/11/2001,01/05/2000,01/04/2009,02/11/2010,01/02/2010,,01/04/2009,,http://ClinicalTrials.gov/show/NCT00021320,United States,1,1,6,0
NCT00022139,"Radiation Therapy and Paclitaxel, Carboplatin, and Fluorouracil Followed by Esophagectomy in Treating Patients With Locally Advanced Cancer of the Esophagus or Gastroesophageal Junction",Completed,No Results Available,Esophageal Cancer|Gastric Cancer,Drug: carboplatin|Drug: fluorouracil|Drug: paclitaxel|Procedure: conventional surgery|Procedure: neoadjuvant therapy|Radiation: radiation therapy,North Central Cancer Treatment Group|National Cancer Institute (NCI),Both,Adult|Senior,Phase II,NA,Other|NIH,Interventional,Masking: Open Label|Primary Purpose: Treatment,CDR0000068789|NCCTG-N0044,08/10/2001,01/01/2002,NA,02/04/2009,01/09/2007,,01/01/2009,Proportion of successes|Toxicity-free rate|Clinical tumor response|Pathologic tumor response|Time to disease progression|Surgical outcome|Survival|Time to treatment failure|Quality of life,http://ClinicalTrials.gov/show/NCT00022139,United States,1,1,6,0
NCT00022737,Combination Chemotherapy With or Without Peripheral Stem Cell Transplant in Treating Children With Acute Lymphoblastic Leukemia,Completed,No Results Available,Leukemia,Biological: filgrastim|Drug: asparaginase|Drug: cyclophosphamide|Drug: cyclosporine|Drug: cytarabine|Drug: daunorubicin hydrochloride|Drug: dexamethasone|Drug: etoposide|Drug: ifosfamide|Drug: imatinib mesylate|Drug: leucovorin calcium|Drug: mercaptopurine|Drug: methotrexate|Drug: pegaspargase|Drug: vincristine sulfate|Procedure: allogeneic bone marrow transplantation|Procedure: peripheral blood stem cell transplantation|Procedure: umbilical cord blood transplantation|Radiation: radiation therapy,Children's Oncology Group|National Cancer Institute (NCI),Both,Child|Adult,Phase II,220,Other|NIH,Interventional,Primary Purpose: Treatment,CDR0000068859|COG-AALL0031,08/10/2001,01/10/2002,NA,11/20/2010,01/11/2010,,01/07/2009,"Feasibility, in terms of toxicity and patient accrual|Safety|Event-free survival|Feasibility of administering hematopoietic stem cell transplantation after the second consolidation block of chemotherapy|Prognostic effect of minimal residual disease assays",http://ClinicalTrials.gov/show/NCT00022737,"United States, &nbsp; Australia, &nbsp; Canada, &nbsp; New Zealand",1,1,19,0
NCT00023764,Bortezomib in Treating Patients With Lymphoproliferative Disorders,Completed,No Results Available,Lymphoma,Drug: bortezomib,Memorial Sloan-Kettering Cancer Center|National Cancer Institute (NCI),Both,Adult|Senior,Phase II,105,Other|NIH,Interventional,Masking: Open Label|Primary Purpose: Treatment,CDR0000068860|MSKCC-01049|NCI-2795|CWRU-MSKCC-1Y02|UNMC-03903,9/13/2001,01/06/2001,NA,2/26/2010,01/12/2009,,01/03/2009,"Frequency and duration of complete and partial response rates|Mean and median duration of response, progression-free survival, and overall survival|Probability of polymerase chain reaction (PCR) negativity after completion of study treatment",http://ClinicalTrials.gov/show/NCT00023764,United States,1,1,1,1
NCT00023946,BMS-247550 in Treating Patients With Liver or Gallbladder Cancer,Completed,No Results Available,Extrahepatic Bile Duct Cancer|Gallbladder Cancer|Liver Cancer,Drug: ixabepilone,University of Chicago|National Cancer Institute (NCI),Both,Adult|Senior,Phase II,NA,Other|NIH,Interventional,Primary Purpose: Treatment,CDR0000068878|UCCRC-11045|NCI-3656,9/13/2001,01/10/2001,NA,12/02/2009,01/06/2005,,01/11/2009,,http://ClinicalTrials.gov/show/NCT00023946,United States,1,1,1,1
NCT00024102,Comparison of Combination Chemotherapy Regimens in Treating Older Women Who Have Undergone Surgery for Breast Cancer,Completed,No Results Available,Breast Cancer,Drug: CMF regimen|Drug: capecitabine|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: fluorouracil|Drug: methotrexate|Procedure: adjuvant therapy,Cancer and Leukemia Group B|National Cancer Institute (NCI)|Eastern Cooperative Oncology Group|Southwest Oncology Group|NCIC Clinical Trials Group,Female,Adult|Senior,Phase III,1800,Other|NIH,Interventional,Allocation: Randomized|Control: Active Control|Primary Purpose: Treatment,CDR0000068891|CALGB-49907|ECOG-CALGB-49907|CAN-NCIC-MAC1|SWOG-CALGB-49907,9/13/2001,01/09/2001,NA,04/10/2010,01/01/2007,,01/05/2009,Duration of disease-free survival|Overall survival|Toxicity,http://ClinicalTrials.gov/show/NCT00024102,"United States, &nbsp; Canada, &nbsp; Peru",1,1,7,0
NCT00024258,Arsenic Trioxide in Treating Patients With Advanced Neuroblastoma or Other Childhood Solid Tumors,Completed,No Results Available,Brain and Central Nervous System Tumors|Childhood Germ Cell Tumor|Extragonadal Germ Cell Tumor|Kidney Cancer|Liver Cancer|Neuroblastoma|Ovarian Cancer|Retinoblastoma|Sarcoma,Drug: arsenic trioxide,Memorial Sloan-Kettering Cancer Center|National Cancer Institute (NCI),Both,Child|Adult,Phase II,120,Other|NIH,Interventional,Primary Purpose: Treatment,CDR0000068906|MSKCC-01042|CTI-1059|NCI-G01-2014,9/13/2001,01/03/2001,NA,7/22/2009,01/07/2009,,01/05/2009,Response rate after every 3 courses during treatment and then every 2-3 months for 1 year after completion of treatment|Toxicity after every course during treatment,http://ClinicalTrials.gov/show/NCT00024258,United States,1,1,1,0
NCT00025233,Bevacizumab in Treating Patients With Persistent or Recurrent Cancer of the Cervix,Completed,No Results Available,Cervical Cancer,Biological: bevacizumab,Gynecologic Oncology Group|National Cancer Institute (NCI),Female,Adult|Senior,Phase II,51,Other|NIH,Interventional,Masking: Open Label|Primary Purpose: Treatment,CDR0000068940|GOG-0227C,10/11/2001,01/04/2002,NA,08/08/2009,01/10/2006,,01/07/2009,"Progression-free survival at 6 months|Frequency and severity of adverse effects as assessed by CTC|Duration of progression-free survival and overall survival|Frequency of clinical response (partial and complete response) as assessed by RECIST criteria|Prognostic factors, including initial performance status and age",http://ClinicalTrials.gov/show/NCT00025233,United States,0,NA,1,0
NCT00025675,Gefitinib in Treating Patients With Recurrent or Progressive CNS Tumors,Completed,No Results Available,Brain and Central Nervous System Tumors,Drug: gefitinib,Sidney Kimmel Comprehensive Cancer Center|National Cancer Institute (NCI),Both,Adult|Senior,Phase II,NA,Other|NIH,Interventional,Masking: Open Label|Primary Purpose: Treatment,NABTC-0001 CDR0000068984|U01CA062399|ABTC-0001|NABTC-0001,10/11/2001,01/01/2002,NA,10/01/2010,01/10/2010,,01/06/2009,Progression-free survival at 6 months,http://ClinicalTrials.gov/show/NCT00025675,United States,1,1,1,1
NCT00026338,Gemcitabine With or Without Erlotinib in Treating Patients With Unresectable Locally Advanced or Metastatic Pancreatic Cancer,Completed,No Results Available,Pancreatic Cancer,Drug: erlotinib hydrochloride|Drug: gemcitabine hydrochloride,NCIC Clinical Trials Group,Both,Adult|Senior,Phase III,NA,Other,Interventional,Primary Purpose: Treatment,PA3|CAN-NCIC-PA3|OSI-CAN-NCIC-PA3|CDR0000069020,11/09/2001,01/08/2001,01/02/2009,11/07/2010,01/03/2010,,01/02/2009,,http://ClinicalTrials.gov/show/NCT00026338,"United States, &nbsp; Argentina, &nbsp; Australia, &nbsp; Belgium, &nbsp; Brazil, &nbsp; Canada, &nbsp; Chile, &nbsp; China, &nbsp; Germany, &nbsp; Greece, &nbsp; Hong Kong, &nbsp; Israel, &nbsp; Italy, &nbsp; Mexico, &nbsp; New Zealand, &nbsp; Poland, &nbsp; Romania, &nbsp; Singapore, &nbsp; United Kingdom",1,1,2,0
NCT00026403,Combination Chemotherapy Plus Radiation Therapy in Treating Patients With Advanced Pancreatic Cancer,Completed,No Results Available,Pancreatic Cancer,Drug: cisplatin|Drug: gemcitabine hydrochloride|Radiation: radiation therapy,North Central Cancer Treatment Group|National Cancer Institute (NCI),Both,Adult|Senior,Phase II,NA,Other|NIH,Interventional,Primary Purpose: Treatment,CDR0000069026|NCCTG-N9942,11/09/2001,01/09/2001,NA,08/04/2009,01/07/2009,,01/07/2009,,http://ClinicalTrials.gov/show/NCT00026403,"United States, &nbsp; Canada",1,1,3,0
NCT00027560,"Melphalan, Fludarabine, and Alemtuzumab Followed by Peripheral Stem Cell Transplant in Treating Patients With Hematologic Cancer",Completed,No Results Available,Leukemia|Lymphoma|Multiple Myeloma and Plasma Cell Neoplasm|Myelodysplastic Syndromes|Myelodysplastic/Myeloproliferative Neoplasms,Biological: alemtuzumab|Drug: cyclosporine|Drug: fludarabine phosphate|Drug: melphalan|Procedure: allogeneic bone marrow transplantation|Procedure: peripheral blood stem cell transplantation,Memorial Sloan-Kettering Cancer Center|National Cancer Institute (NCI),Both,Child|Adult|Senior,Phase II,50,Other|NIH,Interventional,Primary Purpose: Treatment,CDR0000069043|MSKCC-01092|NCI-G01-2028,12/07/2001,01/07/2001,NA,04/10/2010,01/12/2009,,01/04/2009,"Durable hematopoietic reconstitution|Incidence and characteristics of peritransplantation morbidity and mortality|Incidence and severity of acute and chronic graft-versus-host disease|Overall and disease-free survival at 1, 3, 6, 12, and 24 months after transplantation|Quality of bone marrow and peripheral blood chimerism at 1, 3, 6, 12, and 24 months after transplantation|Kinetics of immune reconstitution",http://ClinicalTrials.gov/show/NCT00027560,United States,1,1,6,0
NCT00027872,Tipifarnib in Treating Older Patients With Previously Untreated Acute Myeloid Leukemia,Completed,No Results Available,Leukemia,Drug: tipifarnib,Sidney Kimmel Comprehensive Cancer Center|National Cancer Institute (NCI),Both,Adult|Senior,Phase II,NA,Other|NIH,Interventional,Masking: Open Label|Primary Purpose: Treatment,"CDR0000069089, J0255|U01CA069854|P30CA006973|JHOC-J0255|MSGCC-U5400|MSGCC-0116|NCI-1754",12/07/2001,01/12/2001,NA,03/09/2010,01/03/2010,,01/01/2009,,http://ClinicalTrials.gov/show/NCT00027872,United States,1,0,1,NA
NCT00028002,Neoadjuvant and Adjuvant Imatinib Mesylate in Treating Patients With Primary or Recurrent Malignant Gastrointestinal Stromal Tumor,Completed,No Results Available,Gastrointestinal Stromal Tumor,Drug: imatinib mesylate|Procedure: adjuvant therapy|Procedure: conventional surgery|Procedure: neoadjuvant therapy,Radiation Therapy Oncology Group|National Cancer Institute (NCI)|American College of Radiology Imaging Network|Eastern Cooperative Oncology Group,Both,Adult|Senior,Phase II,63,Other|NIH,Interventional,Masking: Open Label|Primary Purpose: Treatment,CDR0000069111|RTOG-S-0132|ACRIN-6665|RTOG-DEV-1055|ECOG-RTOG-R0132,12/07/2001,01/02/2002,NA,7/31/2010,01/01/2009,,01/01/2009,"Biological effects of imatinib mesylate|Rate of disease recurrence at 2 years|Rates of objective response (complete, partial, and stable)|Major toxicity (i.e., grade ??≠ 3)|Correlation of glucose transported expression and positron emission tomography (PET) interpretations|Tumor changes observed on PET and correlation with size changes observed on conventional cross-sectional imaging|Diagnostic accuracy of PET to predict disease recurrence",http://ClinicalTrials.gov/show/NCT00028002,United States,1,1,4,0
NCT00028574,Gabapentin in Treating Hot Flashes in Patients With Prostate Cancer,Completed,No Results Available,Hot Flashes|Prostate Cancer,Drug: gabapentin,North Central Cancer Treatment Group|National Cancer Institute (NCI),Male,Adult|Senior,Phase III,220,Other|NIH,Interventional,Allocation: Randomized|Control: Placebo Control|Masking: Double-Blind|Primary Purpose: Supportive Care,CDR0000069107|NCCTG-N00CB|NCI-P01-0199,01/04/2002,01/12/2001,NA,7/20/2010,01/12/2006,,01/11/2009,Hot flash reduction by diary scores at 4 weeks|Toxicity by questionnaires at 4 weeks,http://ClinicalTrials.gov/show/NCT00028574,United States,1,1,1,0
NCT00028951,Fibrin Sealant in Decreasing Lymphedema Following Surgery to Remove Lymph Nodes in Patients With Cancer of the Vulva,Completed,No Results Available,Lymphedema|Perioperative/Postoperative Complications|Vulvar Cancer,Drug: fibrin sealant|Procedure: surgical wound closure,Gynecologic Oncology Group|National Cancer Institute (NCI),Female,Adult|Senior,Phase III,NA,Other|NIH,Interventional,Allocation: Randomized|Control: Active Control|Primary Purpose: Supportive Care,CDR0000069149|GOG-0195|NCI-P01-0201,01/04/2002,01/01/2003,NA,05/09/2009,01/12/2005,,01/01/2009,"Incidence of lymphedema of the lower extremity at 1 week, 6 weeks, 3 months, and 6 months postoperatively|Frequency of surgical complications at 1 week, 6 weeks, 3 months, and 6 months postoperatively",http://ClinicalTrials.gov/show/NCT00028951,United States,1,0,2,NA
NCT00030407,Celecoxib and Docetaxel in Treating Patients With Non-Small Cell Lung Cancer,Completed,No Results Available,Lung Cancer,Drug: celecoxib|Drug: docetaxel,Barbara Ann Karmanos Cancer Institute,Both,Adult|Senior,Phase II,NA,Other,Interventional,Primary Purpose: Treatment,CDR0000069163|WSU-C-2305|AVENTIS-WSU-C-2305|WSU-06-15-01-M01-FB|NCI-V01-1687,2/14/2002,01/10/2001,NA,4/13/2010,01/01/2005,,01/04/2009,,http://ClinicalTrials.gov/show/NCT00030407,United States,1,1,2,0
NCT00031629,Combination Chemotherapy and Filgrastim or Pegfilgrastim in Treating Patients With Recurrent or Persistent Cancer of the Uterus,Completed,No Results Available,Sarcoma,Biological: filgrastim|Biological: pegfilgrastim|Drug: docetaxel|Drug: gemcitabine hydrochloride,Gynecologic Oncology Group|National Cancer Institute (NCI),Female,Adult|Senior,Phase II,51,Other|NIH,Interventional,Masking: Open Label|Primary Purpose: Treatment,CDR0000069206|GOG-0131G,03/08/2002,01/01/2002,NA,02/05/2009,01/12/2006,,01/01/2009,Antitumor activity|Toxicity,http://ClinicalTrials.gov/show/NCT00031629,United States,1,1,4,0
NCT00033748,Vaccine Therapy in Treating Patients With Colorectal Cancer Metastatic to the Liver,Completed,No Results Available,Colorectal Cancer|Metastatic Cancer,Biological: monoclonal antibody 11D10 anti-idiotype vaccine|Biological: monoclonal antibody 3H1 anti-idiotype vaccine|Procedure: adjuvant therapy,Cancer and Leukemia Group B|National Cancer Institute (NCI),Both,Adult|Senior,Phase II,NA,Other|NIH,Interventional,Masking: Open Label|Primary Purpose: Treatment,CDR0000069324|CALGB-89903,04/09/2002,01/12/2001,NA,8/27/2009,01/07/2004,,01/08/2009,,http://ClinicalTrials.gov/show/NCT00033748,United States,0,NA,3,NA
