"","Rank","NCT.ID","Title","Recruitment","Study.Results","Conditions","Interventions","Sponsors","Gender","Age.Groups","Phases","Enrollment","Funded.Bys","Study.Types","Study.Designs","Other.IDs","First.Received","Start.Date","Completion.Date","Last.Updated","Last.Verified","Acronym","Primary.Completion.Date","Outcome.Measures","URL","study.location"
"518",518,"NCT00765700","Ketoprofen 10% Cream for Treatment of Pain Associated With Mild to Moderate Acute Soft Tissue Injury","Completed","No Results Available","Sprain|Strain","Drug: ketoprofen|Drug: Placebo","Transdel Pharmaceuticals|Cato Research","Both","Adult|Senior","Phase III",364,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","TDLP-110-101","October 1, 2008","01/09/2008",2009-09-01,"May 24, 2010","01/05/2010","",2009-08-01,"Assess the efficacy of ketoprofen 10% cream in subjects with acute pain associated with mild to moderate acute soft tissue injury (acute sprain or strain) of upper and lower extremities on the day 3 visit.|Assess the safety, tolerability and other parameters of ketoprofen 10% cream in subjects with acute pain associated with mild to moderate acute soft tissue injury of upper and lower extremities.","http://ClinicalTrials.gov/show/NCT00765700",NA
"521",521,"NCT00770900","Study to Evaluate the Inflammatory Cells Activity in Patients With Persistent Asthma Treated With Montelukast (0476-403)(COMPLETED)","Completed","No Results Available","Asthma","Drug: montelukast sodium|Drug: Comparator: placebo comparator","University of Brasilia","Both","Child|Adult","Phase IV",83,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","2008_563|MK0476-403","October 9, 2008","01/09/2008",2009-12-01,"December 17, 2010","01/01/2010","",2009-12-01,"Verify if the quantitative parameters of the eosinophils activation and phagocyte system function show a predictive value for clinical response and prognostic.","http://ClinicalTrials.gov/show/NCT00770900",NA
"523",523,"NCT00774800","Phase II PK Study With Humalog and Humulin R With and Without rHuPH20 in T1DM","Completed","No Results Available","Type 1 Diabetes Mellitus","Drug: Humalog, Humulin R, rHuPH20","Halozyme Therapeutics","Both","Adult","Phase II",22,"Industry","Interventional","Allocation: Non-Randomized|Control: Dose Comparison|Endpoint Classification: Pharmacokinetics Study|Intervention Model: Crossover Assignment|Masking: Single Blind (Subject)|Primary Purpose: Treatment","HZ2-08-05","October 15, 2008","01/10/2008",2009-03-01,"May 7, 2009","01/05/2009","",2009-03-01,"Assess differences between PK and PD properties of two types of insulin (Humalog and Humulin R) when each product is injected SC with and without rHuPH20 following a liquid meal|Various other PK and PD endpoint measures|AEs, hematology, biochemistry, urinalyses, physical examinations, vital signs, ECGs, blood glucose, local tolerability at injection site, and antibody formation to insulin agents and to rHuPH20","http://ClinicalTrials.gov/show/NCT00774800",NA
"525",525,"NCT00778700","A Dose Ranging Study of the Effect of INCB018424 Phosphate Cream When Applied to Patients With Plaque Psoriasis","Completed","No Results Available","Plaque Psoriasis","Drug: INCB018424 Phosphate Cream|Drug: Placebo Cream","Incyte Corporation","Both","Adult|Senior","Phase II",200,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","INCB 18424-203","October 21, 2008","01/10/2008",2009-04-01,"June 17, 2010","01/06/2010","",2009-04-01,"To evaluate the safety and tolerability of 3 different strengths of INCB018424 cream formulation compared with placebo when applied once daily to patients with plaque psoriasis.|Change in total lesion score of all psoriatic lesions|To evaluate the pharmacokinetics of 3 different dose strengths of INCB018424 cream formulation when applied once daily to patients with plaque psoriasis.","http://ClinicalTrials.gov/show/NCT00778700",NA
"529",529,"NCT00783900","Intravenous Administration of Metoprolol Versus Biatrial Pacing in the Prevention of Atrial Fibrillation After Cardiac Surgery","Completed","No Results Available","Atrial Fibrillation|Biatrial Pacing|Metoprolol","Other: metoprolol, biatrial pacing","Kuopio University Hospital|Oulu university hospital, Finland|Hospital Cordia, Kuopio, Finland","Both","Child|Adult|Senior","Phase IV",316,"Other","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Prevention","KUH5204006|Eudra-CT: 2008-006932-36","October 31, 2008","01/01/2007",2009-12-01,"May 27, 2010","01/05/2010","",2009-12-01,"biatriac pacing|Incidence of atrial fibrillation","http://ClinicalTrials.gov/show/NCT00783900",NA
"542",542,"NCT00802100","Comparison of Optimal Antipsychotic Treatments for Adults With Schizophrenia","Completed","No Results Available","Schizophrenia","Drug: Olanzapine|Drug: Perphenazine|Drug: Aripiprazole|Behavioral: Behavioral Treatment|Drug: Metformin|Drug: Simvastatin|Drug: Benztropine","National Institute of Mental Health (NIMH)","Both","Adult","Phase IV",60,"NIH","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Single Blind (Outcomes Assessor)|Primary Purpose: Treatment","N01 MH090001-02|N01MH90001|DSIR AT","December 3, 2008","01/12/2008",2009-10-01,"November 13, 2009","01/11/2009","",2009-09-01,"Identification of appropriate clinical sites to mount the proposed clinical trial|Feasibility of randomizing a cohort of participants meeting the inclusion and exclusion criteria of the study|Feasibility of protocol implementation with a high level of protocol adherence and low participant attrition. The goal is for fewer than 25% of enrolled participants to be poorly adherent to the protocol interventions.|Antipsychotic efficacy, defined as completion of the trial without psychiatric hospitalization, clinician decision to discontinue treatment, or patient decision to discontinue treatment","http://ClinicalTrials.gov/show/NCT00802100",NA
"551",551,"NCT00820300","A Safety Study of the Latanoprost Punctal Plug Delivery System (L-PPDS) in Subjects With Ocular Hypertension or Open Angle Glaucoma","Completed","No Results Available","Glaucoma|Ocular Hypertension","Drug: Latanoprost-PPDS","QLT Plug Delivery, Inc.","Both","Adult|Senior","Phase II",80,"Industry","Interventional","Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","PPL GLAU 03","January 8, 2009","01/01/2009",2009-12-01,"February 2, 2010","01/02/2010","",2009-12-01,"IOP change from baseline","http://ClinicalTrials.gov/show/NCT00820300",NA
"555",555,"NCT00825500","Staccato Loxapine in Migraine (Out Patient)","Completed","No Results Available","Migraine Headache","Drug: High dose|Drug: Low dose|Drug: Placebo","Alexza Pharmaceuticals, Inc.","Both","Adult","Phase II",366,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator)|Primary Purpose: Treatment","AMDC-104-202|24-October-2008","January 19, 2009","01/01/2009",2009-08-01,"August 28, 2009","01/08/2009","",2009-08-01,"Pain-Relief|Pain free, Nausea, Photophobia, Phonophobia","http://ClinicalTrials.gov/show/NCT00825500",NA
"579",579,"NCT00855400","Clinical Trial on the Use of Autologous Bone Marrow Stem Cells in Amyotrophic Lateral Sclerosis","Completed","No Results Available","Amyotrophic Lateral Sclerosis","Procedure: Laminectomy and bone marrow stem cells transplantation|Procedure: Autologous bone marrow cells collection","Fundacion para la Formacion e Investigacion Sanitarias de la Region de Murcia|Carlos III Health Institute|Hospital Universitario Virgen de la Arrixaca|Hospital General Universitario Morales Meseguer|Fundaci??n Di??genes","Both","Adult","Phase I|Phase II",11,"Other","Interventional","Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CMN/ELA|EudraCT number: 2006-003096-12|ISCIII: EC07/90762","March 3, 2009","01/02/2007",2010-02-01,"December 1, 2010","01/12/2010","CMN/ELA",2009-10-01,"Forced vital capacity|ALS-FRS, MRC and Norris scales|Absence of adverse events","http://ClinicalTrials.gov/show/NCT00855400",NA
"588",588,"NCT00871000","Immunogenicity and Safety of Boostrix Polio Vaccine as a Booster Dose in 5 to 6-year-old Children.","Completed","No Results Available","Poliomyelitis|Diphtheria|Pertussis|Diphtheria-Tetanus-aPertussis-Poliomyelitis Vaccines|Tetanus","Biological: Boostrix Polio?ºÑ 711866|Biological: Priorix Tetra TM 208136|Biological: Tetravac TM","GlaxoSmithKline","Both","Child","Phase III",303,"Industry","Interventional","Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Prevention","111815","March 26, 2009","01/04/2009",2009-11-01,"January 6, 2011","01/01/2011","",2009-11-01,"Immunogenicity of the study vaccine antigens.|Immunogenicity of the study vaccine antigens.|Booster responses to study vaccine antigens.|Occurrence of solicited local and general symptoms.|Occurrence of unsolicited symptoms|Occurrence of serious adverse events (SAEs)","http://ClinicalTrials.gov/show/NCT00871000",NA
"593",593,"NCT00880100","Use of Ultrase MT12 in Young Cystic Fibrosis Children","Completed","No Results Available","Cystic Fibrosis|Pancreatic Insufficiency","Drug: Pancrelipase","Axcan Pharma","Both","Child","Phase III",54,"Industry","Interventional","Allocation: Non-Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Masking: Open Label|Primary Purpose: Treatment","UMT12CF08-01","April 9, 2009","01/04/2009",2009-11-01,"May 12, 2010","01/05/2010","",2009-11-01,"Proportion of subjects with control of steatorrhea under Ultrase MT12.|Stool frequency,consistency and characteristics under Ultrase MT12. Abdominal complaints under Ultrase MT12. Tolerability of Ultrase MT12.","http://ClinicalTrials.gov/show/NCT00880100",NA
"607",607,"NCT00902200","A Study of AR-12286 in Patient With Elevated Intraocular Pressure (IOP)","Completed","No Results Available","Elevated Intraocular Pressure","Drug: AR-12286|Drug: AR-12286 vehicle","Aerie Pharmaceuticals","Both","Adult|Senior","Phase II",80,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","AR-12286-CS201","May 13, 2009","01/05/2009",2009-09-01,"November 5, 2009","01/11/2009","",2009-09-01,"The primary efficacy endpoint will be mean diurnal IOP on each day at which diurnal IOP is measured at each timepoint.","http://ClinicalTrials.gov/show/NCT00902200",NA
"663",663,"NCT00990600","QoL and Adherence to One-pill Once-a-day HAART","Completed","No Results Available","HIV Infection|HIV Infections","Other: reduced number of pills","Ospedali Riuniti di Bergamo","Both","Adult|Senior","Phase III",212,"Other","Interventional","Control: Uncontrolled|Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","ADONE|EUDRACT NUMBER: 2007-007839-33","October 6, 2009","01/04/2008",2009-05-01,"October 28, 2009","01/10/2009","ADONE",2009-05-01,"Proportion of adherence to HAART|QoL (VAS scale) preferences of patients virologic and immunologic outcomes","http://ClinicalTrials.gov/show/NCT00990600",NA
"692",692,"NCT01043900","Efficacy of Repetitive Transcranial Magnetic Stimulation (rTMS) as an add-on Treatment for Resistant OCD","Completed","No Results Available","Obsessive-Compulsive Disorder","Procedure: repetitive transcranial magnetic stimulation (rTMS)","University of Sao Paulo General Hospital","Both","Adult","Phase II",30,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Outcomes Assessor)|Primary Purpose: Treatment","cgmansur01","January 5, 2010","01/08/2003",2009-08-01,"January 6, 2010","01/09/2009","",2009-08-01,"A reduction of at least 30 % in the Yale-Brown Obsessive Compulsive Scale (YBOCS) scores and an \improved\"" or \""much improved\"" score on the Clinical Global Impression (CGI) improvement scale by the end of follow-up""","http://ClinicalTrials.gov/show/NCT01043900",NA
"783",783,"NCT01194700","Comparative Study of Lung Bioavailability of HFA-Seretide Via Current Spacer Devices in Healthy Volunteers","Completed","No Results Available","Asthma","Drug: Seretide 250(8puffs) via Evohaler actuator|Drug: Seretide 250 (8 puffs)/placebo via Volumatic spacer|Drug: Seretide 250/placebo 8 puffs via Aerochamber Plus spacer|Drug: Seretide 250/placebo via Synchro-Breathe","University of Dundee","Both","Adult","Phase IV",19,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Pharmacokinetics/Dynamics Study|Intervention Model: Crossover Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","NAI008|2007-003627-20","September 2, 2010","01/11/2009",2009-12-01,"September 17, 2010","01/12/2009","",2009-12-01,"Overnight Urinary Cortisol creatinine ratio|Serum Potassium","http://ClinicalTrials.gov/show/NCT01194700",NA
"869",869,"NCT00006001","SU5416 in Treating Patients With Metastatic or Locally Recurrent Colorectal Cancer","Completed","No Results Available","Colorectal Cancer","Drug: semaxanib","University of Chicago|National Cancer Institute (NCI)","Both","Adult|Senior","Phase II",NA,"Other|NIH","Interventional","Primary Purpose: Treatment","CDR0000068009|UCCRC-NCI-52|NCI-52","July 5, 2000","01/08/2000",NA,"February 26, 2009","01/02/2009","",2009-02-01,"","http://ClinicalTrials.gov/show/NCT00006001",NA
"907",907,"NCT00064701","Comparative Study of Modified Release (MR) Tacrolimus/MMF in de Novo Kidney Transplant Recipients","Completed","No Results Available","Kidney Transplantation","Drug: Tacrolimus Modified Release (MR)|Drug: Tacrolimus|Drug: cyclosporine microemulsion|Drug: mycophenolate mofetil","Astellas Pharma Inc","Both","Child|Adult|Senior","Phase III",668,"Industry","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","02-0-158","July 10, 2003","01/06/2003",2009-04-01,"May 17, 2010","01/05/2009","",2009-04-01,"1 yr Efficacy Failure (composite endpoint defined as death, graft loss, having biopsy confirmed acute rejection or lost-to follow up)|1 year patient and graft survival rates|Incidence of biopsy confirmed acute rejection (Banff Grade ??­ 1) at 6 and 12 months, time to first acute rejection episode,|Requirement of anti-lymphocyte antibody therapy for treatment of rejection|Severity of acute rejection|Number of patients experiencing multiple rejection episodes|Number of clinically treated acute rejection episodes|Incidence of crossover for treatment failure,Evaluation of renal function.","http://ClinicalTrials.gov/show/NCT00064701",NA
